dic_mot;dic_norm;dic_morpho
paso doble;paso_doble;NOM
paso-doble;paso_doble;NOM
passe-boule;passe_boule;NOM
passe-boules;passe_boules;NOM
passe-crassane;passe_crassane;NOM
passe-droit;passe_droit;NOM
passe-droits;passe_droit;NOM
passe-la-moi;passe_la_moi;NOM
passe-lacet;passe_lacet;NOM
passe-lacets;passe_lacet;NOM
passe-montagne;passe_montagne;NOM
passe-montagnes;passe_montagne;NOM
passe-muraille;passe_muraille;NOM
passe-partout;passe_partout;NOM
passe-passe;passe_passe;NOM
passe-pied;passe_pied;NOM
passe-plat;passe_plat;NOM
passe-roses;passe_rose;NOM
passe-temps;passe_temps;NOM
pater familias;pater_familias;NOM
pater noster;pater_noster;NOM
pause-café;pause_café;NOM
pauses-café;pause_café;NOM
pauses-repas;pause_repas;NOM
pax americana;pax_americana;NOM
peau-rouge;peau_rouge;NOM
peaux-rouges;peau_rouge;NOM
peigne-cul;peigne_cul;NOM
peigne-culs;peigne_cul;NOM
peigne-zizi;peigne_zizi;NOM
pelle-bêche;pelle_bêche;NOM
pelle-pioche;pelle_pioche;NOM
pelles-bêches;pelle_bêche;NOM
pelles-pioches;pelle_pioche;NOM
pense-bête;pense_bête;NOM
pense-bêtes;pense_bête;NOM
perce-oreille;perce_oreille;NOM
perce-oreilles;perce_oreille;NOM
perce-pierre;perce_pierre;NOM
persona grata;persona_grata;ADJ
persona non grata;persona_non_grata;NOM
personnage-clé;personnage_clé;NOM
pet-de-loup;pet_de_loup;NOM
petit-beurre;petit_beurre;NOM
petit-bourgeois;petit_bourgeois;ADJ
petit-cousin;petit_cousin;NOM
petit-déjeuner;petit_déjeuner;NOM
petit-fils;petit_fils;NOM
petit-four;petit_four;NOM
petit-gris;petit_gris;NOM
petit-lait;petit_lait;NOM
petit-maître;petit_maître;NOM
petit-neveu;petit_neveu;NOM
petit-nègre;petit_nègre;NOM
petit-salé;petit_salé;NOM
petit-suisse;petit_suisse;NOM
petite-bourgeoise;petite_bourgeoise;ADJ
petite-cousine;petite_cousine;NOM
petite-fille;petite_fille;NOM
petite-nièce;petite_nièce;NOM
petites-bourgeoises;petite_bourgeoise;NOM
petites-filles;petite_fille;NOM
petits-beurre;petit_beurre;NOM
petits-bourgeois;petit_bourgeois;NOM
petits-déjeuners;petit_déjeuner;NOM
petits-enfants;petit_enfant;NOM
petits-fils;petit_fils;NOM
petits-fours;petit_four;NOM
petits-gris;petit_gris;NOM
petits-neveux;petit_neveu;NOM
petits-pois;petit_pois;NOM
petits-suisses;petit_suisse;NOM
pets-de-nonne;pet_de_nonne;NOM
peu ou prou;peu_ou_prou;ADV
peut-être;peut_être;ADV
photo-finish;photo_finish;NOM
photo-robot;photo_robot;NOM
photo-électrique;photo_électrique;ADJ
phrase-clé;phrase_clé;NOM
phrase-robot;phrase_robot;NOM
phrases-clés;phrase_clé;NOM
physico-chimiques;physico_chimique;ADJ
piano-bar;piano_bar;NOM
pic-vert;pic_vert;NOM
pick-up;pick_up;NOM
pics-verts;pic_vert;NOM
pie-grièche;pie_grièche;NOM
pie-mère;pie_mère;NOM
pied-bot;pied_bot;NOM
pied-d'alouette;pied_d_alouette;NOM
pied-d'oeuvre;pied_d_oeuvre;NOM
pied-de-biche;pied_de_biche;NOM
pied-de-poule;pied_de_poule;ADJ
pied-noir;pied_noir;NOM
pied-plat;pied_plat;NOM
pieds-de-biche;pied_de_biche;NOM
pieds-de-coq;pied_de_coq;NOM
pieds-droits;pied_droit;NOM
pieds-noirs;pied_noir;NOM
pigeon-voyageur;pigeon_voyageur;NOM
pile-poil;pile_poil;NOM
pin's;pin_s;NOM
pin-pon;pin_pon;ONO
pin-up;pin_up;NOM
pince-fesses;pince_fesse;NOM
pince-mailles;pince_maille;NOM
pince-monseigneur;pince_monseigneur;NOM
pince-nez;pince_nez;NOM
pince-sans-rire;pince_sans_rire;ADJ
ping-pong;ping_pong;NOM
pipe-line;pipe_line;NOM
pipe-lines;pipe_line;NOM
pipi-room;pipi_room;NOM
pique-assiette;pique_assiette;NOM
pique-assiettes;pique_assiette;NOM
pique-boeufs;pique_boeuf;NOM
pique-feu;pique_feu;NOM
pique-niquaient;pique_niquer;VER
pique-nique;pique_nique;NOM
pique-niquent;pique_niquer;VER
pique-niquer;pique_niquer;VER
pique-niqueraient;pique_niquer;VER
pique-niquerons;pique_niquer;VER
pique-niques;pique_nique;NOM
pique-niqueurs;pique_niqueur;NOM
pique-niquez;pique_niquer;VER
pique-niqué;pique_niquer;VER
pis-aller;pis_aller;NOM
pisse-copie;pisse_copie;NOM
pisse-copies;pisse_copie;NOM
pisse-froid;pisse_froid;NOM
pisse-vinaigre;pisse_vinaigre;NOM
pistolet-mitrailleur;pistolet_mitrailleur;NOM
pit bull;pit_bull;NOM
pit-bull;pit_bull;NOM
pit-bulls;pit_bull;NOM
plain-chant;plain_chant;NOM
plain-pied;plain_pied;NOM
plan-séquence;plan_séquence;NOM
planches-contacts;planche_contact;NOM
plat-bord;plat_bord;NOM
plat-ventre;plat_ventre;NOM
plate-bande;plate_bande;NOM
plate-forme;plate_forme;NOM
plateau-repas;plateau_repas;NOM
plateaux-repas;plateaux_repas;NOM
plates-bandes;plate_bande;NOM
plates-formes;plate_forme;NOM
plats-bords;plat_bord;NOM
play back;play_back;NOM
play-back;play_back;NOM
play-boy;play_boy;NOM
play-boys;play_boy;NOM
plein-air;plein_air;ADJ
plein-air;plein_air;NOM
plein-cintre;plein_cintre;NOM
plein-emploi;plein_emploi;NOM
plein-temps;plein_temps;NOM
plum-pudding;plum_pudding;NOM
plus-que-parfait;plus_que_parfait;NOM
plus-que-parfaits;plus_que_parfait;NOM
plus-value;plus_value;NOM
plus-values;plus_value;NOM
pneus-neige;pneus_neige;NOM
poche-revolver;poche_revolver;NOM
pochette-surprise;pochette_surprise;NOM
pochettes-surprises;pochette_surprise;NOM
poids-lourds;poids_lourds;NOM
poil-de-carotte;poil_de_carotte;NOM
point-clé;point_clé;NOM
point-virgule;point_virgule;NOM
points-virgules;point_virgule;NOM
poire-vérité;poire_vérité;NOM
poisson-chat;poisson_chat;NOM
poisson-globe;poisson_globe;NOM
poisson-lune;poisson_lune;NOM
poisson-pilote;poisson_pilote;NOM
poisson-épée;poisson_épée;NOM
poissons-chats;poisson_chat;NOM
police-secours;police_secours;NOM
politico-religieuse;politico_religieux;ADJ
politique-fiction;politique_fiction;NOM
poly-sexuelle;poly_sexuel;ADJ
pom-pom girl;pom_pom_girl;NOM
pom-pom girls;pom_pom_girl;NOM
pont-l'évêque;pont_l_évêque;NOM
pont-levis;pont_levis;NOM
pont-neuf;pont_neuf;NOM
pont-promenade;pont_promenade;NOM
ponts-levis;ponts_levis;NOM
pop-club;pop_club;NOM
pop-corn;pop_corn;NOM
porc-épic;porc_épic;NOM
port-salut;port_salut;NOM
porte-aiguille;porte_aiguille;NOM
porte-avion;porte_avion;NOM
porte-avions;porte_avions;NOM
porte-bagages;porte_bagages;NOM
porte-bannière;porte_bannière;NOM
porte-billets;porte_billets;NOM
porte-bois;porte_bois;NOM
porte-bonheur;porte_bonheur;NOM
porte-bouteilles;porte_bouteilles;NOM
porte-bébé;porte_bébé;NOM
porte-cannes;porte_cannes;NOM
porte-carte;porte_carte;NOM
porte-cartes;porte_cartes;NOM
porte-chance;porte_chance;NOM
porte-chapeaux;porte_chapeaux;NOM
porte-cigarette;porte_cigarette;NOM
porte-cigarettes;porte_cigarettes;NOM
porte-clef;porte_clef;NOM
porte-clefs;porte_clefs;NOM
porte-clé;porte_clé;NOM
porte-clés;porte_clés;NOM
porte-conteneurs;porte_conteneurs;NOM
porte-coton;porte_coton;NOM
porte-couilles;porte_couilles;NOM
porte-couteau;porte_couteau;NOM
porte-couteaux;porte_couteaux;NOM
porte-cravate;porte_cravate;NOM
porte-crayon;porte_crayon;NOM
porte-document;porte_document;NOM
porte-documents;porte_documents;NOM
porte-drapeau;porte_drapeau;NOM
porte-drapeaux;porte_drapeaux;NOM
porte-fanion;porte_fanion;NOM
porte-fenêtre;porte_fenêtre;NOM
porte-flingue;porte_flingue;NOM
porte-flingues;porte_flingue;NOM
porte-forets;porte_foret;NOM
porte-glaive;porte_glaive;NOM
porte-jarretelles;porte_jarretelles;NOM
porte-malheur;porte_malheur;NOM
porte-mine;porte_mine;NOM
porte-monnaie;porte_monnaie;NOM
porte-musique;porte_musique;NOM
porte-objet;porte_objet;NOM
porte-papier;porte_papier;NOM
porte-parapluie;porte_parapluie;NOM
porte-parapluies;porte_parapluies;NOM
porte-plume;porte_plume;NOM
porte-plumes;porte_plume;NOM
porte-queue;porte_queue;NOM
porte-savon;porte_savon;NOM
porte-serviette;porte_serviette;NOM
porte-serviettes;porte_serviettes;NOM
porte-tambour;porte_tambour;NOM
porte-voix;porte_voix;NOM
porte-à-faux;porte_à_faux;NOM
porte-à-porte;porte_à_porte;NOM
porte-épée;porte_épée;NOM
porte-étendard;porte_étendard;NOM
porte-étendards;porte_étendard;NOM
porte-étrier;porte_étrier;NOM
portes-fenêtres;porte_fenêtre;NOM
portrait-robot;portrait_robot;NOM
portraits-robots;portrait_robot;NOM
pose-la-moi;pose_la_moi;NOM
position-clé;position_clé;NOM
post it;post_it;NOM
post mortem;post_mortem;ADV
post-apocalyptique;post_apocalyptique;ADJ
post-empire;post_empire;NOM
post-hypnotique;post_hypnotique;ADJ
post-impressionnisme;post_impressionnisme;NOM
post-it;post_it;NOM
post-moderne;post_moderne;ADJ
post-natal;post_natal;ADJ
post-natale;post_natal;ADJ
post-opératoire;post_opératoire;ADJ
post-opératoires;post_opératoire;ADJ
post-partum;post_partum;NOM
post-production;post_production;NOM
post-punk;post_punk;NOM
post-romantique;post_romantique;ADJ
post-rupture;post_rupture;NOM
post-scriptum;post_scriptum;NOM
post-surréalistes;post_surréaliste;ADJ
post-synchro;post_synchro;ADJ
post-traumatique;post_traumatique;ADJ
post-traumatiques;post_traumatique;ADJ
post-victorien;post_victorien;ADJ
post-zoo;post_zoo;NOM
poste-clé;poste_clé;NOM
postes-clés;postes_clé;NOM
pot-au-feu;pot_au_feu;NOM
pot-bouille;pot_bouille;NOM
pot-de-vin;pot_de_vin;NOM
pot-pourri;pot_pourri;NOM
poto-poto;poto_poto;NOM
potron-minet;potron_minet;NOM
pots-de-vin;pots_de_vin;NOM
pots-pourris;pot_pourri;NOM
pouce-pied;pouce_pied;NOM
pour-cent;pour_cent;NOM
pousse-au-crime;pousse_au_crime;NOM
pousse-café;pousse_café;NOM
pousse-cailloux;pousse_cailloux;NOM
pousse-pousse;pousse_pousse;NOM
premier-maître;premier_maître;NOM
premier-né;premier_né;NOM
premiers-nés;premier_né;NOM
première-née;première_née;NOM
presqu'île;presqu_île;NOM
presqu'îles;presqu_île;NOM
press-book;press_book;NOM
presse-agrumes;presse_agrumes;NOM
presse-bouton;presse_bouton;ADJ
presse-citron;presse_citron;NOM
presse-fruits;presse_fruits;NOM
presse-papier;presse_papier;NOM
presse-papiers;presse_papiers;NOM
presse-purée;presse_purée;NOM
presse-raquette;presse_raquette;NOM
prie-dieu;prie_dieu;NOM
prime time;prime_time;NOM
prime-saut;prime_saut;NOM
primo-infection;primo_infection;NOM
prince-de-galles;prince_de_galles;NOM
prince-évêque;prince_évêque;NOM
prisons-écoles;prisons_école;NOM
prix-choc;prix_choc;NOM
pro-occidental;pro_occidental;ADJ
proche-oriental;proche_oriental;ADJ
procès-test;procès_test;NOM
procès-verbal;procès_verbal;NOM
procès-verbaux;procès_verbal;NOM
propre-à-rien;propre_à_rien;NOM
protège-cahier;protège_cahier;NOM
protège-dents;protège_dents;NOM
protège-slip;protège_slip;NOM
protège-tibia;protège_tibia;NOM
prud'homme;prud_homme;NOM
prud'hommes;prud_homme;NOM
près de;près_de;ADV
pré-salé;pré_salé;NOM
pré-établi;pré_établi;ADJ
prénom-type;prénom_type;NOM
président-directeur;président_directeur;NOM
présidents-directeurs;président_directeur;NOM
prêchi-prêcha;prêchi_prêcha;NOM
prêt-bail;prêt_bail;NOM
prêt-à-porter;prêt_à_porter;NOM
prête-nom;prête_nom;NOM
prêtre-ouvrier;prêtre_ouvrier;NOM
pseudo-gouvernement;pseudo_gouvernement;NOM
psychiatre-conseil;psychiatre_conseil;NOM
psychologie-fiction;psychologie_fiction;NOM
public schools;public_school;NOM
public-relations;public_relations;NOM
pull-over;pull_over;NOM
pull-overs;pull_over;NOM
pulso-réacteurs;pulso_réacteur;NOM
punching ball;punching_ball;NOM
punching-ball;punching_ball;NOM
pur-sang;pur_sang;NOM
pèse-acide;pèse_acide;NOM
pèse-bébé;pèse_bébé;NOM
pèse-lettre;pèse_lettre;NOM
pèse-personne;pèse_personne;NOM
pèse-personnes;pèse_personne;NOM
pète-sec;pète_sec;ADJ
pêle-mêle;pêle_mêle;ADV
qu'en-dira-t-on;qu_en_dira_t_on;NOM
quant-à-moi;quant_à_moi;NOM
quant-à-soi;quant_à_soi;NOM
quarante-cinq;quarante_cinq;ADJ:num
quarante-cinquième;quarante_cinquième;ADJ
quarante-deux;quarante_deux;ADJ:num
quarante-deuxième;quarante_deuxième;ADJ
quarante-huit;quarante_huit;ADJ:num
quarante-huitards;quarante_huitard;NOM
quarante-huitième;quarante_huitième;ADJ
quarante-neuf;quarante_neuf;ADJ:num
quarante-quatre;quarante_quatre;ADJ:num
quarante-sept;quarante_sept;ADJ:num
quarante-septième;quarante_septième;ADJ
quarante-six;quarante_six;ADJ:num
quarante-trois;quarante_trois;ADJ:num
quarante-troisième;quarante_troisième;ADJ
quart-monde;quart_monde;NOM
quartier-maître;quartier_maître;NOM
quartiers-maîtres;quartier_maître;NOM
quasi-agonie;quasi_agonie;NOM
quasi-blasphème;quasi_blasphème;NOM
quasi-bonheur;quasi_bonheur;NOM
quasi-certitude;quasi_certitude;NOM
quasi-chômage;quasi_chômage;NOM
quasi-débutant;quasi_débutant;ADV
quasi-décapitation;quasi_décapitation;NOM
quasi-désertification;quasi_désertification;NOM
quasi-facétieux;quasi_facétieux;ADJ
quasi-fiancée;quasi_fiancé;NOM
quasi-futuristes;quasi_futuriste;ADJ
quasi-génocide;quasi_génocide;NOM
quasi-hérétique;quasi_hérétique;NOM
quasi-ignare;quasi_ignare;NOM
quasi-impossibilité;quasi_impossibilité;NOM
quasi-impunité;quasi_impunité;NOM
quasi-inconnu;quasi_inconnu;ADV
quasi-indifférence;quasi_indifférence;NOM
quasi-infirme;quasi_infirme;NOM
quasi-instantanée;quasi_instantanée;ADV
quasi-jungienne;quasi_jungienne;NOM
quasi-mariage;quasi_mariage;NOM
quasi-maximum;quasi_maximum;ADV
quasi-mendiant;quasi_mendiant;NOM
quasi-miracle;quasi_miracle;NOM
quasi-monopole;quasi_monopole;NOM
quasi-morceau;quasi_morceau;NOM
quasi-noyade;quasi_noyade;NOM
quasi-nudité;quasi_nudité;NOM
quasi-permanence;quasi_permanence;NOM
quasi-protection;quasi_protection;NOM
quasi-religieux;quasi_religieux;ADJ
quasi-respect;quasi_respect;NOM
quasi-totalité;quasi_totalité;NOM
quasi-unanime;quasi_unanime;ADJ
quasi-unanimité;quasi_unanimité;NOM
quasi-veuvage;quasi_veuvage;NOM
quasi-ville;quasi_ville;NOM
quasi-voisines;quasi_voisines;ADV
quasi-émeute;quasi_émeute;NOM
quasi-équitable;quasi_équitable;ADJ
quat'zarts;quat_zarts;NOM
quatre-feuilles;quatre_feuilles;NOM
quatre-heures;quatre_heures;NOM
quatre-mâts;quatre_mâts;NOM
quatre-quarts;quatre_quarts;NOM
quatre-saisons;quatre_saisons;NOM
quatre-vingt;quatre_vingt;ADJ:num
quatre-vingt-cinq;quatre_vingt_cinq;ADJ:num
quatre-vingt-deux;quatre_vingt_deux;ADJ:num
quatre-vingt-dix;quatre_vingt_dix;NOM
quatre-vingt-dix-huit;quatre_vingt_dix_huit;ADJ:num
quatre-vingt-dix-neuf;quatre_vingt_dix_neuf;ADJ:num
quatre-vingt-dix-sept;quatre_vingt_dix_sept;ADJ:num
quatre-vingt-dixième;quatre_vingt_dixième;ADJ
quatre-vingt-douze;quatre_vingt_douze;ADJ:num
quatre-vingt-douzième;quatre_vingt_douzième;ADJ
quatre-vingt-huit;quatre_vingt_huit;ADJ:num
quatre-vingt-neuf;quatre_vingt_neuf;ADJ:num
quatre-vingt-onze;quatre_vingt_onze;ADJ:num
quatre-vingt-quatorze;quatre_vingt_quatorze;ADJ:num
quatre-vingt-quatre;quatre_vingt_quatre;ADJ:num
quatre-vingt-quinze;quatre_vingt_quinze;ADJ:num
quatre-vingt-seize;quatre_vingt_seize;ADJ:num
quatre-vingt-sept;quatre_vingt_sept;ADJ:num
quatre-vingt-six;quatre_vingt_six;ADJ:num
quatre-vingt-treize;quatre_vingt_treize;ADJ:num
quatre-vingt-treizième;quatre_vingt_treizième;ADJ
quatre-vingt-trois;quatre_vingt_trois;ADJ:num
quatre-vingt-un;quatre_vingt_un;ADJ:num
quatre-vingtième;quatre_vingtième;ADJ
quatre-vingtième;quatre_vingtième;NOM
quatre-vingts;quatre_vingts;ADJ:num
quelqu'un;quelqu_un;PRO:ind
quelqu'une;quelqu_une;PRO:ind
quelques-unes;quelques_unes;PRO:ind
quelques-uns;quelques_uns;PRO:ind
question-clé;question_clé;NOM
question-réponse;question_réponse;NOM
questions-réponses;question_réponse;NOM
queue-d'aronde;queue_d_aronde;NOM
queue-de-cheval;queue_de_cheval;NOM
queue-de-pie;queue_de_pie;NOM
queues-d'aronde;queue_d_aronde;NOM
queues-de-rat;queue_de_rat;NOM
qui-vive;qui_vive;ONO
quote-part;quote_part;NOM
rabat-joie;rabat_joie;ADJ
radeau-radar;radeau_radar;NOM
radical-socialisme;radical_socialisme;NOM
radical-socialiste;radical_socialiste;ADJ
radicale-socialiste;radicale_socialiste;NOM
radicaux-socialistes;radical_socialiste;NOM
radio-isotope;radio_isotope;NOM
radio-réveil;radio_réveil;NOM
radio-taxi;radio_taxi;NOM
rahat-lokoum;rahat_lokoum;NOM
rahat-lokoums;rahat_lokoum;NOM
rahat-loukoums;rahat_loukoum;NOM
ramasse-miettes;ramasse_miettes;NOM
ramasse-poussière;ramasse_poussière;NOM
ras-le-bol;ras_le_bol;NOM
rase-mottes;rase_mottes;NOM
rase-pet;rase_pet;NOM
rase-pets;rase_pet;NOM
rat-de-cave;rat_de_cave;NOM
ray-grass;ray_grass;NOM
rayon-éclair;rayon_éclair;NOM
raz-de-marée;raz_de_marée;NOM
re-aboie;reaboyer;VER
re-balbutiant;rebalbutiant;ADJ
re-baptême;rebaptême;NOM
re-belote;re_belote;ONO
re-biberonner;rebiberonner;VER
re-bide;rebide;NOM
re-blinder;reblinder;VER
re-bombardons;rebombardon;NOM
re-boucler;reboucler;VER
re-cabossé;recabosser;VER
re-café;recafé;ADJ
re-cailloux;recailloux;NOM
re-calibrais;recalibrer;VER
re-cassée;recasser;VER
re-chanteur;rechanteur;NOM
re-chiader;rechiader;VER
re-cisèle;reciseler;VER
re-classe;reclasser;VER
re-classer;reclasser;VER
re-connaître;reconnaître;VER
re-contacte;recontacter;VER
re-contactent;recontacter;VER
re-contacter;recontacter;VER
re-contacterai;recontacter;VER
re-convaincra;reconvaincre;VER
re-coup;recoup;NOM
re-crac;recrac;NOM
re-creusés;recreuser;VER
re-croquis;recroquis;NOM
re-création;recréation;NOM
re-créée;recréer;VER
re-cul;recul;NOM
re-diffuses;rediffuser;VER
re-dose;redose;NOM
re-drapeau;redrapeau;NOM
re-déchire;redéchirer;VER
re-déclic;redéclic;NOM
re-décore;redécorer;VER
re-décorer;redécorer;VER
re-déménager;redéménager;VER
re-explique;reexpliquer;VER
re-faim;refaim;NOM
re-frappe;refrapper;VER
re-frappé;refrapper;VER
re-fuse;refuser;VER
re-gomme;regomme;NOM
re-histoires;rehistoire;NOM
re-hygiène;rehygiène;NOM
re-inter;re_inter;NOM
re-kidnappais;rekidnapper;VER
re-lettre;relettre;NOM
re-main;remain;NOM
re-matérialisation;rematérialisation;NOM
re-morphine;remorphine;NOM
re-nés;rené;ADJ
re-paye;repayer;VER
re-penser;repenser;VER
re-potassé;repotasser;VER
re-programmation;reprogrammation;NOM
re-programmée;reprogrammer;VER
re-raconte;reraconter;VER
re-racontées;reraconter;VER
re-remplir;reremplir;VER
re-rentrer;rerentrer;VER
re-respirer;rerespirer;VER
re-ressortait;reressortir;VER
re-retirent;reretirer;VER
re-rigole;rerigole;NOM
re-récurait;rerécurer;VER
re-réparer;reréparer;VER
re-rêvé;rerêvé;ADJ
re-salué;resaluer;VER
re-savaté;resavater;VER
re-sculpte;resculpter;VER
re-sevrage;resevrage;NOM
re-signer;resigner;VER
re-sommeil;resommeil;NOM
re-sonne;resonner;VER
re-structuration;restructuration;NOM
re-séparés;reséparé;ADJ
re-taloche;retaloche;NOM
re-titille;retitiller;VER
re-traitée;retraité;ADJ
re-travail;retravail;NOM
re-tuage;retuage;NOM
re-tuer;retuer;VER
re-tues;retu;ADJ
re-veux;revouloir;VER
re-vie;revie;NOM
re-visite;revisiter;VER
re-vit;revivre;VER
re-vérifier;revérifier;VER
re-vérifié;revérifié;ADJ
re-ébranlés;reébranler;VER
re-échanger;reéchanger;VER
ready-made;ready_made;NOM
receleur-miracle;receleur_miracle;NOM
recto tono;recto_tono;ADV
red river;red_river;NOM
reine-claude;reine_claude;NOM
reine-mère;reine_mère;NOM
reines-claudes;reine_claude;NOM
reines-marguerites;reine_marguerite;NOM
remonte-pente;remonte_pente;NOM
remonte-pentes;remonte_pentes;NOM
remue-ménage;remue_ménage;NOM
remue-méninges;remue_méninges;NOM
remède-miracle;remède_miracle;NOM
rendez-vous;rendez_vous;NOM
rentre-dedans;rentre_dedans;NOM
reportage-vérité;reportage_vérité;NOM
repose-pied;repose_pied;NOM
repose-pieds;repose_pied;NOM
requiescat in pace;requiescat_in_pace;NOM
requin-baleine;requin_baleine;NOM
requin-tigre;requin_tigre;NOM
requins-marteaux;requin_marteau;NOM
rez-de-chaussée;rez_de_chaussée;NOM
rez-de-jardin;rez_de_jardin;NOM
rhythm and blues;rhythm_and_blues;NOM
rhythm'n'blues;rhythm_n_blues;NOM
ric et rac;ric_et_rac;ADV
ric-rac;ric_rac;ADV
ric-à-rac;ric_à_rac;ADV
rince-bouche;rince_bouche;NOM
rince-doigts;rince_doigts;NOM
risque-tout;risque_tout;ADJ
riz-minute;riz_minute;NOM
riz-pain-sel;riz_pain_sel;NOM
roast beef;roast_beef;NOM
roast-beef;roast_beef;NOM
rock'n'roll;rock_n_roll;NOM
rock-'n-roll;rock_n_roll;NOM
rocking chair;rocking_chair;NOM
rocking-chair;rocking_chair;NOM
rocking-chairs;rocking_chair;NOM
rogne-pied;rogne_pied;NOM
roi-roi;roi_roi;NOM
roi-soleil;roi_soleil;NOM
roman-feuilleton;roman_feuilleton;NOM
roman-fleuve;roman_fleuve;NOM
roman-photo;roman_photo;NOM
romans-feuilletons;roman_feuilleton;NOM
romans-photos;roman_photo;NOM
rond-de-cuir;rond_de_cuir;NOM
rond-point;rond_point;NOM
ronde-bosse;ronde_bosse;NOM
ronds-de-cuir;rond_de_cuir;NOM
ronds-points;rond_point;NOM
rose-croix;rose_croix;NOM
rose-thé;rose_thé;ADJ
rose-thé;rose_thé;NOM
rouge-brun;rouge_brun;ADJ
rouge-feu;rouge_feu;ADJ
rouge-gorge;rouge_gorge;NOM
rouge-queue;rouge_queue;NOM
rouge-sang;rouge_sang;NOM
rouges-gorges;rouge_gorge;NOM
roulé-boulé;roulé_boulé;NOM
roulés-boulés;roulé_boulé;NOM
russo-allemand;russo_allemand;ADJ
russo-allemande;russo_allemand;ADJ
russo-américain;russo_américain;ADJ
russo-japonaise;russo_japonais;ADJ
russo-polonais;russo_polonais;ADJ
russo-polonaise;russo_polonais;ADJ
russo-turque;russo_turque;ADJ
réveille-matin;réveille_matin;NOM
rôle-titre;rôle_titre;NOM
sac-poubelle;sac_poubelle;NOM
sacro-iliaque;sacro_iliaque;ADJ
sacro-iliaques;sacro_iliaque;ADJ
sacro-saint;sacro_saint;ADJ
sacro-sainte;sacro_saint;ADJ
sacro-saintes;sacro_saint;ADJ
sacro-saints;sacro_saint;ADJ
sacré-coeur;sacré_coeur;NOM
sacs-poubelles;sac_poubelle;NOM
safari-photo;safari_photo;NOM
sage-femme;sage_femme;NOM
sages-femmes;sage_femme;NOM
saint-bernard;saint_bernard;NOM
saint-crépin;saint_crépin;NOM
saint-cyrien;saint_cyrien;NOM
saint-cyriens;saint_cyrien;NOM
saint-esprit;saint_esprit;NOM
saint-frusquin;saint_frusquin;NOM
saint-germain;saint_germain;NOM
saint-glinglin;saint_glinglin;NOM
saint-guy;saint_guy;NOM
saint-honoré;saint_honoré;NOM
saint-hubert;saint_hubert;NOM
saint-michel;saint_michel;NOM
saint-nectaire;saint_nectaire;NOM
saint-paulin;saint_paulin;NOM
saint-pierre;saint_pierre;NOM
saint-père;saint_père;NOM
saint-siège;saint_siège;NOM
saint-synode;saint_synode;NOM
saint-émilion;saint_émilion;NOM
sainte nitouche;sainte_nitouche;NOM
sainte-nitouche;sainte_nitouche;NOM
saintes-nitouches;sainte_nitouche;NOM
saints-pères;saint_père;NOM
saisie-arrêt;saisie_arrêt;NOM
san francisco;san_francisco;NOM
sang-froid;sang_froid;NOM
sans-coeur;sans_coeur;ADJ
sans-culotte;sans_culotte;NOM
sans-culottes;sans_culotte;NOM
sans-culottides;sans_culottide;NOM
sans-faute;sans_faute;NOM
sans-façon;sans_façon;NOM
sans-fil;sans_fil;NOM
sans-filiste;sans_filiste;NOM
sans-filistes;sans_filiste;NOM
sans-grade;sans_grade;NOM
sans-pareil;sans_pareil;NOM
sapeur-pompier;sapeur_pompier;NOM
sapeurs-pompiers;sapeur_pompier;NOM
satellites-espions;satellites_espion;NOM
sauf-conduit;sauf_conduit;NOM
sauf-conduits;sauf_conduit;NOM
saut-de-lit;saut_de_lit;NOM
saute-mouton;saute_mouton;NOM
saute-ruisseau;saute_ruisseau;NOM
sauts-de-lit;saut_de_lit;NOM
sauve-qui-peut;sauve_qui_peut;NOM
savoir-faire;savoir_faire;NOM
savoir-vivre;savoir_vivre;NOM
scenic railway;scenic_railway;NOM
science-fiction;science_fiction;NOM
scotch-terrier;scotch_terrier;NOM
script-girl;script_girl;NOM
scène-clé;scène_clé;NOM
scènes-clés;scènes_clé;NOM
second-maître;second_maître;NOM
sedia gestatoria;sedia_gestatoria;NOM
self-control;self_control;NOM
self-contrôle;self_contrôle;NOM
self-défense;self_défense;NOM
self-made man;self_made_man;NOM
self-made-man;self_made_man;NOM
self-made-men;self_made_men;NOM
self-service;self_service;NOM
self-services;self_service;NOM
semen-contra;semen_contra;NOM
semi-arides;semi_aride;ADJ
semi-automatique;semi_automatique;ADJ
semi-automatiques;semi_automatique;ADJ
semi-circulaire;semi_circulaire;ADJ
semi-conducteur;semi_conducteur;NOM
semi-conducteurs;semi_conducteur;NOM
semi-liberté;semi_liberté;NOM
semi-lunaire;semi_lunaire;ADJ
semi-nomades;semi_nomade;ADJ
semi-officiel;semi_officiel;ADJ
semi-officielle;semi_officiel;ADJ
semi-ouvert;semi_ouvert;ADJ
semi-perméable;semi_perméable;ADJ
semi-phonétique;semi_phonétique;ADJ
semi-précieuse;semi_précieuse;ADJ
semi-précieuses;semi_précieux;ADJ
semi-public;semi_public;ADJ
semi-remorque;semi_remorque;NOM
semi-remorques;semi_remorque;NOM
semi-rigide;semi_rigide;ADJ
sent-bon;sent_bon;NOM
septante-cinq;septante_cinq;ADJ:num
septante-sept;septante_sept;ADJ:num
serbo-croate;serbo_croate;NOM
sergent-chef;sergent_chef;NOM
sergent-major;sergent_major;NOM
sergent-pilote;sergent_pilote;NOM
sergents-chefs;sergent_chef;NOM
sergents-majors;sergent_major;NOM
